Attrition,DailyRate,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,Research & Development,Life Sciences,Marketing,Medical,Other,Technical Degree,Travel_Rarely,Male,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Representative,Married,Single,within 10km,>10km,old,avg_work_years
0,1482,5,447,4,42,3,3,16375,4,11,2,1,21,2,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,5.25
0,559,4,448,3,82,2,3,6227,1,11,2,1,9,3,4,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9.0
0,210,1,449,3,73,3,2,22107,0,13,4,1,6,0,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
0,928,4,450,4,31,3,3,16885,3,12,4,0,20,4,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6.666666666666667
0,1001,3,451,3,43,3,1,9262,8,16,1,1,10,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1.25
0,549,4,452,4,75,3,4,9278,9,14,1,2,12,3,3,9,9,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1.3333333333333333
0,1124,2,453,2,57,1,4,13273,2,22,3,3,6,2,2,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
1,318,4,454,2,77,1,1,4759,1,11,4,0,7,4,2,7,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,7.0
0,738,5,455,2,30,2,4,7621,0,17,3,0,4,2,3,2,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0
0,570,3,456,4,30,2,3,5431,1,13,3,3,10,2,3,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
0,1130,4,458,2,56,3,2,3415,1,18,1,1,8,3,3,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8.0
0,1192,2,460,4,61,3,4,23177,7,16,3,2,8,2,2,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.1428571428571428
0,343,2,461,3,92,2,4,15682,0,14,2,1,12,3,3,10,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,1232,4,462,3,39,3,4,25713,1,14,3,0,11,2,2,9,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,11.0
0,144,1,463,4,39,2,2,11866,1,14,1,2,7,2,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
0,1296,4,464,3,62,3,2,18264,0,13,4,0,17,5,3,6,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.0
0,1309,1,465,3,83,3,4,16092,1,12,3,2,4,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4.0
0,483,3,466,4,95,2,2,10110,6,15,4,0,8,3,3,4,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1.3333333333333333
0,1309,1,467,2,99,3,3,25751,3,19,1,0,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1.6666666666666667
0,810,5,468,1,44,3,4,15901,2,14,2,0,16,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,8.0
0,746,3,469,4,61,3,3,16928,1,14,1,1,4,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
0,544,1,470,3,52,3,3,24017,0,11,3,1,4,5,3,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0
0,1062,3,471,3,75,3,2,3956,1,13,3,1,8,4,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0
0,530,1,473,1,91,3,3,23978,3,21,2,1,15,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,5.0
0,1319,3,474,3,51,4,1,17001,4,13,1,2,13,2,3,7,6,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3.25
0,641,2,475,4,85,3,3,6069,7,12,2,1,4,2,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5714285714285714
0,933,3,476,3,57,3,3,20156,1,17,2,1,8,3,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8.0
0,1332,4,477,1,98,2,4,17078,3,23,2,0,14,6,3,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4.666666666666667
1,756,1,478,1,99,2,2,9150,1,11,3,0,3,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0
0,845,5,479,4,45,3,4,15276,4,15,2,0,7,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75
0,541,4,481,1,48,2,4,7246,4,11,1,1,16,2,3,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
0,593,4,482,4,88,3,3,2967,2,11,3,0,15,2,3,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,7.5
0,1171,4,483,4,46,4,3,22495,3,13,3,1,10,3,3,7,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3.3333333333333335
0,895,2,484,1,39,3,4,2851,1,24,3,0,3,3,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3.0
1,350,3,485,4,34,3,3,9150,1,13,2,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0
0,921,3,486,3,98,3,1,17663,6,20,2,1,17,3,3,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2.8333333333333335
0,1144,4,487,3,30,3,3,16044,2,14,3,0,7,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3.5
1,143,3,488,1,56,3,2,9558,1,18,3,0,8,5,3,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,8.0
0,1046,3,491,4,100,2,4,2755,6,15,4,0,20,2,3,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,3.3333333333333335
1,575,2,492,3,68,2,3,6110,2,12,1,2,8,6,3,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0
0,408,4,493,3,42,2,2,7551,0,16,4,0,3,5,3,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0
1,156,3,494,3,90,4,2,25422,1,15,4,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1.0
0,1283,3,495,4,54,3,4,18168,9,16,4,0,6,4,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0.6666666666666666
0,755,4,496,3,97,2,2,19394,9,19,3,0,10,5,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.1111111111111112
0,1469,2,497,4,82,3,2,17881,1,11,2,1,5,2,3,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
0,304,4,498,2,92,3,4,20750,1,16,4,0,7,1,3,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7.0
0,1261,3,499,2,31,2,3,12066,8,24,3,0,26,2,3,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,3.25
0,1178,2,500,3,87,3,4,14862,4,11,3,1,18,2,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4.5
0,329,3,501,4,96,3,3,11868,4,13,2,1,6,3,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5
1,1362,3,502,1,67,4,4,4652,8,13,2,0,9,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.125
0,1311,3,505,3,97,3,4,23258,2,13,3,0,30,2,3,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15.0
0,1371,4,507,4,77,3,3,5915,1,12,4,1,5,2,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
0,202,1,508,3,72,3,2,17434,1,18,1,1,1,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0
1,575,1,510,3,73,3,1,6582,0,22,3,0,7,2,3,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0
0,253,3,511,1,43,3,2,24440,1,13,4,1,2,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0
0,164,2,513,2,61,2,3,3809,1,13,2,2,10,2,3,9,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0
1,464,3,514,3,40,3,4,3427,9,23,3,0,3,4,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.3333333333333333
0,1107,3,515,4,95,3,1,26914,1,12,3,1,18,2,2,7,12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0
0,759,2,516,4,46,3,2,22553,7,12,3,2,8,5,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1428571428571428
0,201,4,517,2,95,3,1,20490,3,16,2,1,8,5,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.6666666666666665
0,1305,4,518,3,49,3,2,21123,2,12,4,0,18,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,9.0
0,982,3,520,1,59,2,2,4345,1,11,3,1,25,3,3,10,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,25.0
0,555,3,521,2,78,2,3,13436,6,22,2,1,20,3,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.3333333333333335
0,821,2,522,1,86,3,1,8509,4,11,3,1,24,4,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,6.0
0,1381,4,523,3,72,3,3,12740,9,15,1,1,6,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6666666666666666
0,480,2,524,2,31,3,1,4156,1,12,2,1,13,5,1,10,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,13.0
0,313,3,525,4,61,3,4,15238,7,20,1,1,8,1,3,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1.1428571428571428
0,1473,4,526,3,74,3,3,2227,4,14,4,0,8,3,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0
0,891,2,527,2,99,2,4,12090,1,11,2,0,5,3,3,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0
0,1063,5,529,2,72,3,3,23866,3,15,1,2,15,2,3,11,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5.0
0,329,2,530,4,98,2,1,16193,1,12,3,1,4,3,3,2,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0
0,1218,1,531,2,52,3,3,8213,1,14,3,1,21,3,3,8,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.0
0,906,3,532,3,86,4,1,18256,9,11,4,3,36,0,2,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4.0
0,1082,3,533,2,83,3,3,19558,0,11,2,0,6,6,3,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
0,645,3,534,2,49,4,1,19566,1,16,3,1,10,2,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,10.0
0,1300,2,536,3,79,3,1,13535,1,12,4,1,10,2,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,10.0
1,688,3,538,1,91,3,1,9396,5,13,3,1,6,5,3,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1.2
0,319,3,543,4,39,2,3,19609,2,14,3,0,28,4,3,4,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,14.0
0,192,2,544,1,69,3,4,9655,3,21,4,2,8,3,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,2.6666666666666665
0,1490,2,546,4,30,3,4,10310,2,13,4,0,31,2,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,15.5
0,532,2,547,1,92,3,3,12932,2,11,2,1,19,3,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9.5
0,317,3,548,3,43,1,4,24793,2,20,3,0,11,2,3,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5
0,422,3,549,1,41,3,1,3854,5,11,4,0,33,5,1,8,11,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,6.6
0,1485,3,550,3,87,3,3,26314,2,14,3,1,19,5,2,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,9.5
0,1368,4,551,4,88,2,4,4386,0,11,4,3,7,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0
1,1448,1,554,1,62,3,2,21972,1,16,2,0,6,4,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0
1,296,2,555,4,33,1,3,12253,0,16,4,1,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
0,1490,2,556,4,42,3,4,12106,1,23,3,1,1,3,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0
0,1398,4,558,3,79,3,3,13022,0,14,4,0,21,2,3,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
0,1349,3,560,1,90,3,4,3032,1,22,2,2,3,3,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
0,1400,3,562,3,53,3,4,16734,4,15,3,1,9,3,1,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.25
0,986,4,564,2,93,2,3,21526,1,18,3,0,10,2,3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,10.0
1,408,5,565,3,71,2,2,18300,5,16,2,0,6,2,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1.2
1,489,2,566,1,52,2,4,18437,1,12,3,0,1,3,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1.0
0,1398,4,567,3,69,3,1,2890,0,11,3,0,10,3,3,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
0,210,3,568,1,56,2,4,22102,3,12,3,1,32,3,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,10.666666666666666
0,1099,4,569,2,88,2,3,9314,0,15,2,1,28,2,3,10,15,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0
0,1116,3,571,3,49,3,4,7181,0,14,3,0,12,2,2,7,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
0,1499,3,573,3,80,2,1,2845,4,19,4,0,22,5,4,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.5
0,983,2,574,1,65,3,4,7389,5,13,3,3,20,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
0,1009,3,575,1,51,3,3,2288,6,13,3,0,26,2,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,4.333333333333333
0,144,3,577,4,46,1,3,19225,0,15,3,0,6,2,3,4,4,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0
0,548,4,578,3,42,3,3,23428,7,11,3,0,19,3,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2.7142857142857144
0,1303,4,579,4,62,2,3,8416,3,12,3,1,14,3,3,3,5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.666666666666667
0,1125,3,580,3,94,2,4,11563,2,19,3,1,15,3,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,7.5
0,1274,1,581,3,33,3,2,14394,1,25,4,1,13,6,4,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,13.0
1,1277,1,582,2,56,3,3,24619,7,12,4,0,15,2,4,6,7,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2.142857142857143
1,587,1,584,1,38,1,4,6705,7,13,1,3,8,2,3,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.1428571428571428
0,413,1,585,4,57,3,2,18398,0,14,1,0,4,3,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0.0
0,1276,3,586,4,72,3,3,14295,4,12,3,0,10,2,3,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2.5
1,534,3,587,1,66,3,3,22908,3,12,1,0,12,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0
1,988,3,590,2,43,3,1,11533,9,15,3,3,11,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.2222222222222223
0,1474,2,591,2,97,3,3,9260,4,17,4,1,8,4,3,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2.0
0,635,4,592,2,32,3,4,15318,1,14,4,0,10,3,2,3,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10.0
1,1368,1,593,3,99,2,3,9129,5,16,3,0,4,3,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.8
0,163,5,595,2,37,3,4,19658,2,14,1,1,14,2,3,7,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7.0
0,1117,5,597,1,83,3,2,9873,3,23,4,0,37,2,3,9,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,12.333333333333334
0,267,2,599,4,56,3,4,13430,7,14,4,0,16,3,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2.2857142857142856
0,619,3,600,2,85,3,3,18659,9,11,3,0,15,2,3,9,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.6666666666666667
0,302,3,601,2,75,3,3,20364,7,15,3,0,22,3,3,6,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3.142857142857143
0,443,1,602,3,48,3,3,17872,1,11,1,1,8,3,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8.0
0,828,1,604,2,77,3,4,8346,4,13,3,0,10,2,4,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.5
0,319,3,605,4,56,3,1,6950,1,21,4,1,10,5,2,9,5,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,10.0
0,561,3,606,4,61,3,2,16177,0,19,2,1,9,3,4,7,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0
1,426,4,608,2,58,3,3,22808,0,11,2,1,8,2,2,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
0,232,3,611,4,34,3,4,22645,4,12,2,2,8,2,4,2,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0
0,922,5,612,1,95,4,3,22578,4,19,3,1,10,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5
0,688,3,613,3,44,2,4,25291,9,21,3,1,10,3,2,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1.1111111111111112
1,1306,3,614,2,69,3,2,8059,1,14,4,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.0
0,1094,3,615,3,58,1,1,11373,3,15,3,1,20,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.666666666666667
0,509,4,616,1,62,2,3,2112,2,17,1,0,10,3,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0
0,775,2,618,1,45,3,3,4267,5,12,1,2,8,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.6
0,195,3,620,1,80,3,3,6698,1,16,4,0,5,3,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
0,258,4,621,4,74,4,4,19921,1,12,4,0,10,3,3,7,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,10.0
1,471,3,622,3,66,1,4,23213,1,18,2,0,1,3,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.0
0,799,3,623,2,59,3,4,23848,4,17,4,0,12,3,4,5,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0
0,1034,1,624,1,86,3,3,8984,5,11,4,0,28,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.6
0,1276,5,625,2,91,3,1,5626,7,16,2,1,22,2,3,16,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3.142857142857143
0,142,4,626,1,69,3,2,24666,1,13,4,1,9,6,3,5,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.0
0,956,2,630,4,78,3,1,22087,3,12,2,2,18,3,3,9,6,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6.0
1,1474,4,631,4,60,4,3,23914,8,12,4,0,6,2,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.75
0,535,3,632,4,38,3,4,5530,0,13,3,2,3,3,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.0
0,1495,3,634,3,76,3,3,22174,3,19,3,1,18,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0
0,446,4,635,2,65,3,2,15701,6,12,2,1,8,2,2,5,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3333333333333333
0,1245,4,638,4,58,2,3,2125,1,17,3,1,31,5,3,9,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,31.0
0,691,3,639,2,89,4,4,21630,1,11,2,2,6,3,3,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,6.0
0,703,2,641,1,66,3,2,7428,1,20,4,2,6,5,4,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0
0,823,2,643,4,94,2,2,9100,1,21,4,1,1,2,3,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1.0
0,1246,3,644,1,99,3,2,7999,1,11,3,1,32,2,3,5,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,32.0
0,622,1,645,2,40,3,3,26376,1,11,3,0,7,1,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,7.0
1,1287,3,647,1,55,3,3,14168,1,16,4,1,6,4,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6.0
1,448,4,648,2,74,2,1,14470,1,18,3,1,1,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1.0
0,254,2,649,2,83,2,4,22794,1,13,4,1,6,3,3,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0
1,1365,4,650,2,46,3,1,11512,2,17,3,0,9,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
0,538,2,652,1,54,2,4,14004,4,14,4,0,9,3,3,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2.25
0,525,4,653,1,66,4,4,6219,4,22,4,2,13,4,4,7,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.25
0,798,4,655,1,66,2,3,5013,0,12,3,2,6,5,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
0,558,3,656,4,75,3,3,3010,4,11,3,1,17,3,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.25
0,959,3,657,4,83,2,2,11757,1,13,4,0,1,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0
0,622,4,659,3,81,3,4,5718,1,13,2,2,10,4,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10.0
0,782,4,661,2,50,2,4,2671,4,14,3,1,21,3,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,5.25
0,362,1,662,3,43,3,1,14561,3,17,4,0,8,3,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.6666666666666665
0,1001,5,663,4,72,3,3,19627,3,13,2,1,10,3,3,7,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3.3333333333333335
0,1236,4,664,4,40,2,1,17997,7,11,1,1,21,3,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3.0
0,1112,4,665,1,50,2,3,26894,4,11,2,0,10,1,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2.5
0,204,3,666,3,31,3,3,2912,1,18,4,2,8,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8.0
